API Name,API Endpoint,API URL(s),Request Packet(s),Response Packets,Intent
MiniStatementAPI,/account/ministatement,https://api.bank.com/account/ministatement,"{""accountNumber"":""9876543210""}","{""accountNumber"":""9876543210"",""transactions"":[{""date"":""2025-08-01"",""amount"":5000,""type"":""debit""},{""date"":""2025-07-30"",""amount"":2000,""type"":""credit""}]}",Transaction
BalanceInquiryAPI,/account/balance,https://api.bank.com/account/balance,"{""accountNumber"":""9876543210""}","{""accountNumber"":""9876543210"",""balance"":150000,""currency"":""INR""}",Transaction
FundTransferAPI,/transfer/funds,https://api.bank.com/transfer/funds,"{""fromAccount"":""9876543210"",""toAccount"":""1234567890"",""amount"":10000,""currency"":""INR""}","{""transactionId"":""TXN987654"",""status"":""success"",""message"":""Funds transferred successfully""}",Transaction
TransactionReversalAPI,/transaction/reversal,https://api.bank.com/transaction/reversal,"{""transactionId"":""TXN123456"",""reason"":""Duplicate debit""}","{""status"":""reversed"",""message"":""Transaction reversed successfully""}",Transaction
MobileNumberVerificationAPI,/v1/mobile/mobilenumberverification,https://api.bankexample.com/v1/mobile/mobilenumberverification,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberVerification completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberValidationAPI,/v1/mobile/mobilenumbervalidation,https://api.bankexample.com/v1/mobile/mobilenumbervalidation,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberValidation completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberRegistrationAPI,/v1/mobile/mobilenumberregistration,https://api.bankexample.com/v1/mobile/mobilenumberregistration,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberRegistration completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberUpdateAPI,/v1/mobile/mobilenumberupdate,https://api.bankexample.com/v1/mobile/mobilenumberupdate,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberUpdate completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberChangeRequestAPI,/v1/mobile/mobilenumberchangerequest,https://api.bankexample.com/v1/mobile/mobilenumberchangerequest,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberChangeRequest completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberChangeApprovalAPI,/v1/mobile/mobilenumberchangeapproval,https://api.bankexample.com/v1/mobile/mobilenumberchangeapproval,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberChangeApproval completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberLinkAccountAPI,/v1/mobile/mobilenumberlinkaccount,https://api.bankexample.com/v1/mobile/mobilenumberlinkaccount,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberLinkAccount completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberUnlinkAccountAPI,/v1/mobile/mobilenumberunlinkaccount,https://api.bankexample.com/v1/mobile/mobilenumberunlinkaccount,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberUnlinkAccount completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberFetchLinkedAccountsAPI,/v1/mobile/mobilenumberfetchlinkedaccounts,https://api.bankexample.com/v1/mobile/mobilenumberfetchlinkedaccounts,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberFetchLinkedAccounts completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberPortabilityCheckAPI,/v1/mobile/mobilenumberportabilitycheck,https://api.bankexample.com/v1/mobile/mobilenumberportabilitycheck,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberPortabilityCheck completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberPortabilityRequestAPI,/v1/mobile/mobilenumberportabilityrequest,https://api.bankexample.com/v1/mobile/mobilenumberportabilityrequest,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberPortabilityRequest completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberDeactivationAPI,/v1/mobile/mobilenumberdeactivation,https://api.bankexample.com/v1/mobile/mobilenumberdeactivation,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberDeactivation completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberActivationAPI,/v1/mobile/mobilenumberactivation,https://api.bankexample.com/v1/mobile/mobilenumberactivation,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberActivation completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberKYCVerificationAPI,/v1/mobile/mobilenumberkycverification,https://api.bankexample.com/v1/mobile/mobilenumberkycverification,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberKYCVerification completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberBlacklistCheckAPI,/v1/mobile/mobilenumberblacklistcheck,https://api.bankexample.com/v1/mobile/mobilenumberblacklistcheck,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberBlacklistCheck completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberFraudCheckAPI,/v1/mobile/mobilenumberfraudcheck,https://api.bankexample.com/v1/mobile/mobilenumberfraudcheck,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberFraudCheck completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberOTPGenerateAPI,/v1/mobile/mobilenumberotpgenerate,https://api.bankexample.com/v1/mobile/mobilenumberotpgenerate,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberOTPGenerate completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberOTPVerifyAPI,/v1/mobile/mobilenumberotpverify,https://api.bankexample.com/v1/mobile/mobilenumberotpverify,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberOTPVerify completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberResendOTPAPI,/v1/mobile/mobilenumberresendotp,https://api.bankexample.com/v1/mobile/mobilenumberresendotp,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberResendOTP completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
MobileNumberStatusCheckAPI,/v1/mobile/mobilenumberstatuscheck,https://api.bankexample.com/v1/mobile/mobilenumberstatuscheck,"{'mobileNumber': '9876543210', 'countryCode': '+91'}","{'status': 'success', 'message': 'MobileNumberStatusCheck completed successfully', 'timestamp': '2025-08-13T10:00:00Z'}",Mobile Number
LoanApplicationAPI,/loan/apply,https://api.bank.com/loan/apply,"{""customerId"":""12345"",""loanType"":""personal"",""loanAmount"":500000,""tenureMonths"":60,""income"":75000}","{""applicationId"":""LA123456"",""status"":""submitted"",""message"":""Loan application submitted successfully""}",Loan
LoanEligibilityCheckAPI,/loan/eligibility,https://api.bank.com/loan/eligibility,"{""customerId"":""12345"",""loanType"":""home"",""loanAmount"":2000000,""income"":120000}","{""eligible"":true,""maxEligibleAmount"":2500000,""interestRate"":7.5,""message"":""Customer eligible for loan""}",Loan
LoanSanctionAPI,/loan/sanction,https://api.bank.com/loan/sanction,"{""applicationId"":""LA123456"",""approvedAmount"":500000,""interestRate"":7.5,""tenureMonths"":60}","{""sanctionId"":""LS987654"",""status"":""sanctioned"",""disbursementDate"":""2025-08-15""}",Loan
LoanDisbursementAPI,/loan/disburse,https://api.bank.com/loan/disburse,"{""sanctionId"":""LS987654"",""accountNumber"":""1234567890"",""disbursementAmount"":500000}","{""transactionId"":""TX987654321"",""status"":""success"",""message"":""Loan amount disbursed successfully""}",Loan
LoanRepaymentAPI,/loan/repay,https://api.bank.com/loan/repay,"{""loanAccountId"":""LN123456"",""paymentAmount"":10000,""paymentDate"":""2025-08-10"",""mode"":""UPI""}","{""paymentId"":""PMT987654"",""status"":""success"",""outstandingBalance"":490000}",Loan
LoanForeclosureAPI,/loan/foreclose,https://api.bank.com/loan/foreclose,"{""loanAccountId"":""LN123456"",""foreclosureDate"":""2025-09-01""}","{""status"":""foreclosed"",""closureAmount"":450000,""message"":""Loan closed successfully""}",Loan
LoanPartPaymentAPI,/loan/partpayment,https://api.bank.com/loan/partpayment,"{""loanAccountId"":""LN123456"",""partPaymentAmount"":50000,""paymentDate"":""2025-08-10""}","{""status"":""success"",""newOutstandingBalance"":440000}",Loan
LoanStatementAPI,/loan/statement,https://api.bank.com/loan/statement,"{""loanAccountId"":""LN123456"",""fromDate"":""2025-01-01"",""toDate"":""2025-08-10""}","{""loanAccountId"":""LN123456"",""transactions"":[{""date"":""2025-02-01"",""amount"":10000,""type"":""EMI""},{""date"":""2025-03-01"",""amount"":10000,""type"":""EMI""}]}",Loan
LoanBalanceInquiryAPI,/loan/balance,https://api.bank.com/loan/balance,"{""loanAccountId"":""LN123456""}","{""loanAccountId"":""LN123456"",""outstandingBalance"":440000,""nextEMIDate"":""2025-09-01""}",Loan
LoanClosureAPI,/loan/close,https://api.bank.com/loan/close,"{""loanAccountId"":""LN123456"",""closureReason"":""Fully Paid""}","{""status"":""closed"",""message"":""Loan account closed successfully""}",Loan
CustomerRegistrationAPI,/v1/CustomerRegistrationAPI,https://api.bankexample.com/CustomerRegistrationAPI,"{""customerName"": ""John Doe"", ""dob"": ""1990-05-12"", ""mobile"": ""9876543210"", ""email"": ""john@example.com"", ""address"": ""123 Main St"", ""idProofType"": ""Aadhar"", ""idProofNumber"": ""1234-5678-9012""}","{""status"": ""SUCCESS"", ""customerId"": ""CUST1001"", ""message"": ""Registration successful""}",Customer Registration
CustomerOnboardingAPI,/v1/CustomerOnboardingAPI,https://api.bankexample.com/CustomerOnboardingAPI,"{""customerId"": ""CUST1001"", ""branchCode"": ""BR001"", ""relationshipManager"": ""RM102"", ""accountType"": ""Savings""}","{""status"": ""SUCCESS"", ""message"": ""Customer onboarded"", ""onboardingDate"": ""2025-08-13""}",Customer Registration
CustomerPreRegistrationAPI,/v1/CustomerPreRegistrationAPI,https://api.bankexample.com/CustomerPreRegistrationAPI,"{""mobile"": ""9876543210"", ""email"": ""john@example.com""}","{""status"": ""PENDING"", ""preRegId"": ""PR12345""}",Customer Registration
CustomerProfileCreationAPI,/v1/CustomerProfileCreationAPI,https://api.bankexample.com/CustomerProfileCreationAPI,"{""customerId"": ""CUST1001"", ""occupation"": ""Engineer"", ""annualIncome"": 800000}","{""status"": ""SUCCESS"", ""message"": ""Profile created""}",Customer Registration
CustomerAccountLinkingAPI,/v1/CustomerAccountLinkingAPI,https://api.bankexample.com/CustomerAccountLinkingAPI,"{""customerId"": ""CUST1001"", ""accountNumber"": ""987654321098"", ""ifsc"": ""HDFC0001234""}","{""status"": ""SUCCESS"", ""linkedAccounts"": [""987654321098""]}",Customer Registration
CustomerRegistrationStatusCheckAPI,/v1/CustomerRegistrationStatusCheckAPI,https://api.bankexample.com/CustomerRegistrationStatusCheckAPI,"{""customerId"": ""CUST1001""}","{""status"": ""SUCCESS"", ""registrationStatus"": ""APPROVED""}",Customer Registration
CustomerRegistrationApprovalAPI,/v1/CustomerRegistrationApprovalAPI,https://api.bankexample.com/CustomerRegistrationApprovalAPI,"{""customerId"": ""CUST1001"", ""approvedBy"": ""EMP101""}","{""status"": ""SUCCESS"", ""message"": ""Customer registration approved""}",Customer Registration
CustomerRegistrationRejectionAPI,/v1/CustomerRegistrationRejectionAPI,https://api.bankexample.com/CustomerRegistrationRejectionAPI,"{""customerId"": ""CUST1001"", ""reason"": ""Incomplete documents""}","{""status"": ""SUCCESS"", ""message"": ""Customer registration rejected""}",Customer Registration
CustomerDataValidationAPI,/v1/CustomerDataValidationAPI,https://api.bankexample.com/CustomerDataValidationAPI,"{""customerId"": ""CUST1001"", ""fieldsToValidate"": [""dob"", ""mobile"", ""email""]}","{""status"": ""SUCCESS"", ""validationResults"": {""dob"": ""Valid"", ""mobile"": ""Valid"", ""email"": ""Valid""}}",Customer Registration
CustomerDocumentUploadAPI,/v1/CustomerDocumentUploadAPI,https://api.bankexample.com/CustomerDocumentUploadAPI,"{""customerId"": ""CUST1001"", ""documentType"": ""PAN Card"", ""fileName"": ""pan_card.pdf"", ""fileContentBase64"": ""JVBERi0xLjQKJ...""}","{""status"": ""SUCCESS"", ""message"": ""Document uploaded"", ""documentId"": ""DOC101""}",Customer Registration
CustomerDocumentVerificationAPI,/v1/CustomerDocumentVerificationAPI,https://api.bankexample.com/CustomerDocumentVerificationAPI,"{""documentId"": ""DOC101"", ""verifiedBy"": ""EMP202""}","{""status"": ""SUCCESS"", ""message"": ""Document verified""}",Customer Registration
CustomerIDProofVerificationAPI,/v1/CustomerIDProofVerificationAPI,https://api.bankexample.com/CustomerIDProofVerificationAPI,"{""customerId"": ""CUST1001"", ""idProofType"": ""Aadhar"", ""idProofNumber"": ""1234-5678-9012""}","{""status"": ""SUCCESS"", ""message"": ""ID proof verified""}",Customer Registration
CustomerRegistrationUpdateAPI,/v1/CustomerRegistrationUpdateAPI,https://api.bankexample.com/CustomerRegistrationUpdateAPI,"{""customerId"": ""CUST1001"", ""updatedFields"": {""mobile"": ""9876501234""}}","{""status"": ""SUCCESS"", ""message"": ""Customer registration updated""}",Customer Registration
CustomerReRegistrationAPI,/v1/CustomerReRegistrationAPI,https://api.bankexample.com/CustomerReRegistrationAPI,"{""customerId"": ""CUST1001"", ""reason"": ""Data correction""}","{""status"": ""SUCCESS"", ""message"": ""Customer re-registered""}",Customer Registration
CustomerDeRegistrationAPI,/v1/CustomerDeRegistrationAPI,https://api.bankexample.com/CustomerDeRegistrationAPI,"{""customerId"": ""CUST1001"", ""reason"": ""Account closure""}","{""status"": ""SUCCESS"", ""message"": ""Customer deregistered""}",Customer Registration
CustomerProfileCompletionAPI,/v1/CustomerProfileCompletionAPI,https://api.bankexample.com/CustomerProfileCompletionAPI,"{""customerId"": ""CUST1001"", ""missingFields"": [""email"", ""nomineeName""]}","{""status"": ""SUCCESS"", ""message"": ""Profile completed""}",Customer Registration
CustomerAccountActivation,/v1/CustomerAccountActivation,https://api.bankexample.com/CustomerAccountActivation,"{""customerId"": ""CUST1001"", ""accountNumber"": ""987654321098""}","{""status"": ""SUCCESS"", ""message"": ""Account activated""}",Customer Registration
UserLoginAPI,/auth/userlogin,https://api.bankname.com/auth/userlogin,"{'username': 'string', 'password': 'string', 'deviceId': 'string'}","{'status': 'success', 'sessionId': 'string', 'token': 'string'}",Authentication
UserLogoutAPI,/auth/userlogout,https://api.bankname.com/auth/userlogout,{'sessionId': 'string'},"{'status': 'success', 'message': 'User logged out successfully'}",Authentication
GenerateAccessTokenAPI,/auth/generateaccesstoken,https://api.bankname.com/auth/generateaccesstoken,"{'clientId': 'string', 'clientSecret': 'string'}","{'status': 'success', 'accessToken': 'string', 'expiresIn': 3600}",Authentication
RefreshAccessTokenAPI,/auth/refreshaccesstoken,https://api.bankname.com/auth/refreshaccesstoken,{'refreshToken': 'string'},"{'status': 'success', 'accessToken': 'string', 'expiresIn': 3600}",Authentication
ValidateAccessTokenAPI,/auth/validateaccesstoken,https://api.bankname.com/auth/validateaccesstoken,{'accessToken': 'string'},"{'status': 'success', 'isValid': True, 'expiresIn': 1200}",Authentication
OTPGenerateAPI,/auth/otpgenerate,https://api.bankname.com/auth/otpgenerate,"{'mobileNumber': 'string', 'purpose': 'login/transaction'}","{'status': 'success', 'transactionId': 'string', 'message': 'OTP sent'}",Authentication
OTPVerifyAPI,/auth/otpverify,https://api.bankname.com/auth/otpverify,"{'transactionId': 'string', 'otp': 'string'}","{'status': 'success', 'message': 'OTP verified successfully'}",Authentication
ResendOTPAPI,/auth/resendotp,https://api.bankname.com/auth/resendotp,{'transactionId': 'string'},"{'status': 'success', 'message': 'OTP resent successfully'}",Authentication
ChangePasswordAPI,/auth/changepassword,https://api.bankname.com/auth/changepassword,"{'sessionId': 'string', 'oldPassword': 'string', 'newPassword': 'string'}","{'status': 'success', 'message': 'Password changed successfully'}",Authentication
ResetPasswordAPI,/auth/resetpassword,https://api.bankname.com/auth/resetpassword,"{'userId': 'string', 'securityAnswer': 'string', 'newPassword': 'string'}","{'status': 'success', 'message': 'Password reset successfully'}",Authentication
ForgotPasswordAPI,/auth/forgotpassword,https://api.bankname.com/auth/forgotpassword,"{'userId': 'string', 'email': 'string'}","{'status': 'success', 'message': 'Password reset link sent to email'}",Authentication
SetNewPasswordAPI,/auth/setnewpassword,https://api.bankname.com/auth/setnewpassword,"{'resetToken': 'string', 'newPassword': 'string'}","{'status': 'success', 'message': 'Password set successfully'}",Authentication
SecurityQuestionSetupAPI,/auth/securityquestionsetup,https://api.bankname.com/auth/securityquestionsetup,"{'sessionId': 'string', 'question': 'string', 'answer': 'string'}","{'status': 'success', 'message': 'Security question set successfully'}",Authentication
SecurityQuestionVerifyAPI,/auth/securityquestionverify,https://api.bankname.com/auth/securityquestionverify,"{'sessionId': 'string', 'answer': 'string'}","{'status': 'success', 'message': 'Security question verified'}",Authentication
TwoFactorAuthEnableAPI,/auth/twofactorauthenable,https://api.bankname.com/auth/twofactorauthenable,"{'sessionId': 'string', 'method': 'SMS/Email/App'}","{'status': 'success', 'message': 'Two-factor authentication enabled'}",Authentication
TwoFactorAuthDisableAPI,/auth/twofactorauthdisable,https://api.bankname.com/auth/twofactorauthdisable,{'sessionId': 'string'},"{'status': 'success', 'message': 'Two-factor authentication disabled'}",Authentication
DeviceRegistrationAPI,/auth/deviceregistration,https://api.bankname.com/auth/deviceregistration,"{'sessionId': 'string', 'deviceId': 'string', 'deviceType': 'string'}","{'status': 'success', 'message': 'Device registered successfully'}",Authentication
DeviceVerificationAPI,/auth/deviceverification,https://api.bankname.com/auth/deviceverification,"{'sessionId': 'string', 'deviceId': 'string', 'otp': 'string'}","{'status': 'success', 'message': 'Device verified successfully'}",Authentication
SessionValidationAPI,/auth/sessionvalidation,https://api.bankname.com/auth/sessionvalidation,{'sessionId': 'string'},"{'status': 'success', 'isValid': True}",Authentication
SessionTerminationAPI,/auth/sessiontermination,https://api.bankname.com/auth/sessiontermination,{'sessionId': 'string'},"{'status': 'success', 'message': 'Session terminated successfully'}",Authentication
